title	abstract	publication_year	authors	source	publication_month	publication_day
Fillon 114	Refonder le traité de Schengen. Renégocier le code frontières Schengen pour autoriser des contrôles ciblés dans des zones de vulnérabilité des frontières intérieures, aussi longtemps qu’il existe un risque d’afflux d’étrangers clandestins. En cas de défaillance d’un Etat membre dans le contrôle des frontières extérieures de l’Union, mettre en oeuvre une procédure de sauvegarde permettant de l’exclure temporairement de l’espace Schengen et de remettre à niveau son dispositif de contrôle.	2017	François Fillon	Les Républicains	3	14
Fillon 115	Réserver la nationalité française aux étrangers clairement assimilés. Porter à 5 ans la durée minimale de vie commune avant l’acquisition de la nationalité par les conjoints de Français et à 8 ans la durée minimale de résidence en France pour être naturalisé. Subordonner l’acquisition de la nationalité française à la majorité aux conditions suivantes : respect de l’obligation scolaire au cours des périodes de résidence en France; absence de condamnation pour un crime, un délit grave (passible d’au moins 3 ans de prison) ou pour outrage à l’hymne national ou au drapeau tricolore; condition de résidence continue ou discontinue en France de 8 ans depuis l’âge de 6 ans (au lieu de 5 ans depuis l’âge de 8 ou 11 ans) ; manifestation de volonté expresse et solennelle de l’intéressé, par le dépôt d’une déclaration. L’administration pourrait décider de s’opposer à l’octroi de la nationalité et soumettre l’étranger à un test d’assimilation en cas de doute (notamment lorsque les parents sont en situation irrégulière). Mettre fin aux abus du droit du sol dans certains territoires d’Outre-mer en conditionnant le droit du sol à une condition de régularité de séjour d’au moins un parent pendant la période de résidence habituelle de l’enfant prise en compte pour l’acquisition de la nationalité. 	2017	François Fillon	Les Républicains	3	14
Fillon 116	"Conforter notre conception de la laïcité qui a permis d’établir une coexistence harmonieuse des cultes dans le respect des valeurs de la République..  Rendre obligatoire pour toute religion la constitution d’association cultuelle (ou son équivalent l’association diocésaine) pour la gestion des lieux de culte. Ainsi le culte musulman accédera comme tous les autres à tous les leviers de financement, la contrepartie étant la transparence des comptes. Créer un statut de Fondation à objet religieux pour que les dons et legs de personnes privées puissent être recueillis en toute transparence et contribuer à un meilleur financement du culte, notamment musulman (construction d’édifices, formation des ministres du culte). Il est indispensable de mettre fin, lorsqu’ils existent, aux financements étrangers des cultes et en particulier au système dit des "" imams détachés "". Conformément aux principes de la loi de 1905, l’implantation des aumôniers dans les hôpitaux, les prisons et les écoles sera consolidée. Veiller à la diffusion et à la bonne compréhension des règles découlant du principe de laïcité et du refus du communautarisme. Ces principes devront être diffusés et expliqués à l’école, dans les modules de contrat d’intégration républicaine et dans les formations de fonctionnaire. Les sanctions en cas de méconnaissance de ces obligations devront être identifiées et appliquées.  Permettre à chacun d’être enterré sur le sol français, dans le respect de ses croyances. Je souhaite engager une réflexion avec l’ensemble des acteurs concernés - et au premier chef les maires - avec comme objectif de donner une base juridique solide aux cimetières confessionnels. "	2017	François Fillon	Les Républicains	3	14
Fillon 117	Lutter contre le totalitarisme islamique avec la plus grande fermeté. Mobiliser tous les acteurs locaux pour lutter contre la radicalisation et au premier chef les représentants du culte musulman. Ils doivent prendre leurs responsabilités et ce sujet doit figurer en bonne place du dialogue local entre préfets, élus et responsables musulmans. L’insertion des responsables religieux dans les cellules de suivi auprès des préfets doit être poursuivie et amplifiée. Permettre aux préfets, au-delà de la fin de l’état d’urgence, d’ordonner une fermeture des lieux de culte lorsque leur activité est de nature à porter une atteinte grave à l’ordre public et à la sécurité intérieure et modifier, si nécessaire, le régime juridique de dissolution des associations et des groupements, qui remonte à 1936, pour permettre la dissolution d’associations prônant le djihad. Je mobiliserai chaque fois que nécessaire les articles de la loi de 1905 sanctionnant l’appel à provocation contre les principes et lois de la République. 	2017	François Fillon	Les Républicains	3	14
Fillon 118	Refaire de la France une puissance d’équilibre et d’entraînement grâce à une diplomatie indépendante. La France, pays membre permanent du Conseil de sécurité des Nations unies, se doit de dialoguer avec tout le monde. Puissance indépendante et d’équilibre, elle doit jouer tout son rôle sur l’ensemble des crises mondiales. La France sera un allié loyal et indépendant des Etats-Unis. Je jugerai la nouvelle administration américaine sur ses décisions et établirai un dialogue exigeant avec elle. Je souhaite rétablir le dialogue et des relations de confiance avec la Russie qui doit redevenir un grand partenaire. J’engagerai, avec nos partenaires européens et dans le respect des accords de Minsk, des discussions afin de parvenir à la levée des sanctions contre la Russie qui pénalisent injustement nos agriculteurs et nos entreprises. Je travaillerai étroitement avec la Chine sur les grands défis de notre temps : changement climatique, lutte contre le terrorisme, régulation du commerce. J’établirai un partenariat stratégique avec Pékin.   Sur le conflit israélo-palestinien, je ferai tout pour faire émerger la solution des deux Etats, dans le respect absolu de la sécurité d’Israël et du droit des Palestiniens à vivre dans un Etat reconnu. 	2017	François Fillon	Les Républicains	3	14
Fillon 119	Remettre la défense de nos intérêts au coeur de notre action diplomatique. Afin de retrouver une diplomatie autonome et développer notre capacité à décider seul ce qui est bon pour notre pays, je recentrerai notre politique étrangère sur quelques priorités précisément définies dont les premières seront la défense de nos intérêts et la lutte contre la menace terroriste. A cette fin, je concentrerai notre outil diplomatique sur son coeur de métier, l’analyse politique et l’activité diplomatique et consulaire. Ses méthodes de travail seront modernisées. Nous devons construire une nouvelle relation avec la Turquie dont la position ne peut être ignorée. La place de la Turquie n’est pas dans l’UE, raison pour laquelle la France doit imaginer un nouveau partenariat avec ce  pays stratégique. L’Iran est une puissance régionale incontournable, à condition qu’elle respecte l’accord nucléaire et joue son rôle de stabilisateur régional. Le conflit syrien a un impact direct sur nous, notamment en matière sécuritaire et migratoire. La France doit reprendre sa place dans la crise syrienne. Je développerai des contacts avec tous ceux qui luttent contre la  menace terroriste, y compris si nécessaire avec les autorités en place. Tout règlement de la crise syrienne doit préserver la sécurité et l’indépendance du Liban. J’engagerai un dialogue franc avec l’Arabie saoudite et le Qatar, en ce qui concerne plus particulièrement l’appui, direct ou indirect, au fondamentalisme islamique. Je prolongerai nos actions au Sahel tout en renforçant notre action de formation et de soutien aux armées africaines, afin qu’elles soient encore mieux préparées dans la résolution de leurs conflits. J’approfondirai la coopération avec les puissances d’Amérique latine et d’Asie, dans le respect de nos intérêts économiques.	2017	François Fillon	Les Républicains	3	14
Fillon 120	L’aide au développement au service de la stabilité et de la sécurité. La politique de développement doit redevenir un axe majeur de la politique étrangère française. L’aide au développement est essentielle pour garantir la stabilité et la sécurité des régions en développement. Je veux mieux valoriser la contribution française, aujourd’hui souvent diluée dans des programmes multilatéraux coûteux.  Je mettrai les instruments de l’aide au développement au service de notre diplomatie et renforcerai leur cohérence avec nos politiques étrangère, sécuritaire et migratoire. Je conditionnerai en particulier l’aide au développement à la coopération des pays d’origine de l’immigration afin qu’ils s’impliquent dans le retour de leurs ressortissants. Nous concentrerons nos priorités sur quelques secteurs identifiés avec nos partenaires, où les ONG et entreprises françaises ont une expérience reconnue.	2017	François Fillon	Les Républicains	3	14
Fillon 121	Renouer avec le message universel de la France. Je soutiendrai et développerai la francophonie en m’appuyant sur l’inestimable atout que représente le partage de la langue française par près de 300 millions de locuteurs à travers le monde. Dans cet esprit, je veillerai à ce que les 2,5 millions de Français résidant hors du territoire national soient des relais et des vecteurs d’influence. Je renforcerai les liens si particuliers qui nous unissent aux pays de la rive Sud de la Méditerranée, à commencer par le Maroc, l’Algérie et la Tunisie mais  également Israël, l’Egypte ou le Liban. Je construirai une relation sereine et de confiance avec nos amis africains francophones d’abord, mais aussi anglophones et lusophones. Je serai fidèle à l’engagement de notre pays en faveur du respect du droit international, des Droits de l’Homme et des principes universels de liberté et de dignité de la personne humaine. La défense et la promotion de la liberté d’expression, de la liberté de religion ou de conviction, la protection des minorités religieuses – en particulier les chrétiens d’Orient en faveur desquels je me suis engagé depuis fort longtemps – feront partie de mes priorités. La lutte contre le réchauffement climatique sera aussi une de mes priorités. Je veillerai à ce que l’accord de Paris sur le climat (COP21) soit mis en oeuvre et appliqué par tous et pour tous. 	2017	François Fillon	Les Républicains	3	14
Fillon 122	Mettre fin à la crise migratoire. S’assurer de la mise en place et de l’efficacité des contrôles systématiques aux frontières extérieures et doter Frontex d’un budget permettant au corps européen de garde-frontières d’être opérationnel au plus vite. Réformer en profondeur les accords de Schengen : expulser systématiquement de l’espace Schengen tout étranger reconnu coupable d’un crime ou d’un délit et en interdire l’accès à tout étranger condamné pénalement ou ayant participé à une entreprise terroriste. Harmoniser nos règles d’accueil avec notamment la création d’un droit d’asile européen. Imposer que les demandes d’asile soient effectuées dans les pays de départ dans les consulats européens et que la durée d’instruction soit réduite à 120 jours et s’assurer que les refus d’asile sont suivis d’un éloignement effectif. Réorienter la politique européenne en matière de développement pour en faire un levier efficace de la gestion des flux migratoires.	2017	François Fillon	Les Républicains	3	14
Fillon 123	Garantir la sécurité des Européens. Augmenter les efforts militaires et financiers de chaque pays européen pour donner à l’Europe la capacité de peser militairement sur la scène internationale. Créer une solidarité européenne pour soutenir l’industrie européenne de la défense à la fois en matière de développement de programmes militaires mais également d’achats d’armes. Doter l’Europe de moyens de réaction aux cyberattaques.	2017	François Fillon	Les Républicains	3	14
Fillon 124	Renforcer la gouvernance de la zone Euro. Doter la zone Euro d’un directoire politique, composé de chefs de gouvernement se réunissant tous les trois mois. En parallèle, créer un Secrétariat Général de la zone Euro - complètement autonome de la Commission européenne - qui assurera le suivi et la gestion de la zone économique. Faire, d’ici dix ans, de l’Euro une monnaie de réserve et de règlement comparable au dollar Américain. Coordonner la politique de la Banque Centrale Européenne avec une stratégie économique globale. Réaliser une véritable convergence fiscale, qui impliquera que la France fasse un mouvement pour rejoindre des taux plus modérés. Commencer par une initiative franco-allemande sur la fiscalité des entreprises. Créer un Fonds monétaire européen pour permettre à l’Europe d’être indépendante du FMI. 	2017	François Fillon	Les Républicains	3	14
Fillon 125	Protéger nos intérêts économiques et commerciaux dans la compétition internationale. Permettre à l’Europe de défendre ses intérêts dans la compétition commerciale internationale en mettant en place de nouvelles règles de réciprocité, notamment en matière d’accès aux marchés publics ainsi que de respect des normes environnementales et sociales sur les produits importés afin que nos industries ne  subissent plus une concurrence déloyale. Refuser les accords qui ne seraient pas dans l’intérêt des Européens comme le projet actuel d’accord de libre-échange avec les Etats-Unis (TIPP) ou la reconnaissance sans condition du statut d’économie de marché à la Chine. Renégocier de fond en comble la directive sur le détachement des travailleurs et en suspendre l’application en France si la négociation n’a pas abouti avant la fin de 2017. Faire de l’Europe le champion mondial de l’innovation et de l’attractivité et faire de l’Europe de la recherche une réalité performante. Défendre notre propriété intellectuelle numérique et assumer l’exception culturelle. Mettre en place une véritable Europe de l’énergie grâce en particulier à une stratégie nucléaire modernisée alliée au développement des énergies alternatives.	2017	François Fillon	Les Républicains	3	14
Fillon 126	Réformer les institutions européennes et préserver nos intérêts et ceux de l’UE dans les négociations du Brexit. En finir avec les élargissements permanents de l’Union européenne. Il est urgent de définir ses frontières. La Turquie n’a pas sa place dans l’UE. Il faut élaborer avec ce grand pays les bases d’un partenariat renouvelé, fondé sur des objectifs partagés : coopération contre le terrorisme, union douanière, grands projets dans le domaine de l’énergie et des transports. Mettre fin à l’inflation normative de la Commission européenne en concentrant l’exercice des compétences européennes sur quelques domaines fondamentaux et en appliquant strictement le principe de subsidiarité. Défendre nos intérêts et ceux de l’Union européenne dans la négociation du Brexit tout en maintenant une relation bilatérale forte avec le Royaume-Uni, en particulier en matière de Défense. Renégocier les accords du Touquet.	2017	François Fillon	Les Républicains	3	14
Fillon 127	Défendre et protéger nos valeurs et notre histoire commune. Reconnaître, défendre et promouvoir les valeurs de la civilisation européenne en Europe et dans le monde.	2017	François Fillon	Les Républicains	3	14
Fillon 128	Lancer avec l’Allemagne un musée de la culture européenne à Strasbourg. 	2017	François Fillon	Les Républicains	3	14
Fillon 129	Pour une fiscalité juste et cohérente. Réaffirmer le principe de territorialité du système d’imposition français en exemptant définitivement de la CSG-CRDS les revenus du patrimoine des non-résidents fiscaux et en étendant à nos compatriotes résidant à l’étranger le principe de déductibilité des charges sur leurs revenus français. Créer un cadre fiscal incitatif pour les entrepreneurs français basés à l’étranger qui souhaiteraient développer leur activité en France, en ouvrant plus largement les conditions d’exercice de la profession de représentant fiscal quel que soit l’Etat de résidence.	2017	François Fillon	Les Républicains	3	14
Fillon 130	"Enseignement : un investissement stratégique. Repenser le modèle de l’agence pour l’enseignement français à l’étranger en distinguant le fonctionnement, l’investissement, la pédagogie, en clarifiant les statuts des personnels et en accordant une plus grande autonomie aux chefs d’établissement afin qu’ils puissent s’adapter à la réalité du terrain et aux besoins locaux. Lancer un inventaire global des besoins des établissements français à l’étranger suivi d’un plan de financement incluant des acteurs locaux et des partenariats public-privé. Développer des accords bilatéraux dans les zones où il n’y a pas d’établissement français pour proposer des filières francophones dans des établissements locaux à l’étranger et poursuivre le développement du label ""Franc’Education"" et des programmes ""Français langue maternelle"" (FLAM)... Soutenir le développement d’établissements bilingues en France, afin notamment de faciliter le retour des enfants ayant grandi dans un contexte multiculturel. Améliorer l’accueil post-baccalauréat en France en donnant accès depuis l’étranger au portail numérique du secondaire au supérieur. Favoriser la reconnaissance mutuelle des diplômes et encourager les cursus uniques avec double diplôme afin d’améliorer l’employabilité de nos compatriotes."	2017	François Fillon	Les Républicains	3	14
Fillon 131	Services consulaires : qualité et efficacité. Poursuivre la dématérialisation des formalités administratives et l’étendre à de nouveaux domaines afin que l’essentiel des démarches consulaires puissent désormais être effectuées en ligne. Moderniser et rationaliser notre dispositif consulaire, en particulier en renforçant la mutualisation des moyens, notamment immobiliers, de nos différentes institutions à l’étranger ainsi qu’avec nos partenaires européens. Redéfinir le rôle et les moyens des consuls honoraires, qui fournissent à nos  compatriotes les plus éloignés un service consulaire de proximité.	2017	François Fillon	Les Républicains	3	14
Fillon 132	Sécurité : une priorité. Mettre à jour plus rapidement et plus régulièrement les plans de sécurité de nos ambassades et consulats à l’étranger et étendre la désignation d’îlotiers aux pays qui n’en sont pas dotés afin de mailler les territoires de façon plus efficace et de responsabiliser les Français de l’étranger en leur inculquant la culture du risque. Mettre en place un mécanisme de solidarité au niveau européen en faveur des ressortissants de l’Union européenne victimes de catastrophes naturelles ou de crises politiques graves.	2017	François Fillon	Les Républicains	3	14
Fillon 133	Protection sociale : égalité et simplicité. Simplifier et faciliter le retour en France en supprimant le délai de carence pour l’accès à la couverture sociale et en créant un interlocuteur unique spécialisé au niveau des collectivités territoriales. Améliorer l’application des règlements de coordination des régimes de retraite à l’étranger afin d’assurer la continuité des prestations et d’anticiper la problématique de la dépendance. Conclure des conventions de retraites multilatérales et cumulables entre elles pour simplifier les démarches. 	2017	François Fillon	Les Républicains	3	14
Fillon 134	Culture et francophonie. Optimiser les ressources et les implantations du réseau culturel français, qui constitue un atout inestimable de notre diplomatie, et faire appel de façon plus systématique au mécénat pour la mise en valeur de notre culture française. Faire de la francophonie non seulement un espace culturel mais aussi un lieu de partage des valeurs communes et d’échanges économiques au bénéfice de nos compatriotes établis à l’étranger. 	2017	François Fillon	Les Républicains	3	14
Fillon 135	Représentation des Français de l’étranger. Rétablir le vote électronique pour les Français à l’étranger aux élections législatives et envisager sa généralisation pour l’ensemble des scrutins, y compris l’élection présidentielle, afin de faciliter la participation électorale et renforcer les liens avec nos compatriotes. Améliorer la représentation politique des Français établis à l’étranger en rétablissant le suffrage universel direct lors du renouvellement de l’Assemblée des Français de l’étranger en 2020.	2017	François Fillon	Les Républicains	3	14
Fillon 136	Redonner à l’Etat son rôle protecteur dans les Outre-mer. Augmenter dans les Outre-mer les moyens des forces de sécurité et ceux de l’autorité judiciaire et construire des places de prison dans le cadre du programme national. Stopper l’immigration irrégulière en renforçant le contrôle des frontières maritimes et terrestres, en conditionnant le bénéfice de toutes les prestations sociales à une durée de résidence préalable de deux  ans pour les étrangers en situation régulière, en supprimant l’aide médicale d’Etat pour la remplacer par la seule prise en charge des urgences médicales, en conditionnant l’aide au développement des pays dont sont originaires les clandestins à une réelle coopération dans la lutte contre l’immigration, en réformant les conditions d’obtention de la nationalité française. Adapter le droit de la nationalité en Guyane et à Mayotte, compte-tenu de leur situation particulière et critique, en subordonnant l’acquisition de la nationalité à la régularité du séjour des parents. Lutter contre la propagation des armes détenues et vendues illégalement.	2017	François Fillon	Les Républicains	3	14
Fillon 137	Replacer l’Etat comme garant de la solidarité et de l’éducation. Refaire de l’éducation une priorité en renforçant les dispositifs d’accompagnement éducatif, en activant un plan massif de lutte contre l’illettrisme et en augmentant de 50% le nombre de places du service militaire adapté (SMA). Assurer le retour de l’Etat dans le financement du dispositif de continuité territoriale et étendre le fonds de continuité territoriale au retour de jeunes entrepreneurs souhaitant créer une activité économique outre-mer. Réduire les inégalités dans le domaine de la santé en modernisant l’offre hospitalière, en soutenant résolument la télémédecine et l’installation de nouveaux médecins, en améliorant la prise en charge des personnes âgées dépendantes et des personnes handicapées. Atteindre l’objectif de 150 000 logements à construire ou rénover sur 10 ans (15 000 par an), en sanctuarisant une enveloppe annuelle de 550 millions €. Revaloriser de plus de 300€ les petites retraites de moins de 1000€ et de 10% les petites pensions de réversion. 	2017	François Fillon	Les Républicains	3	14
Fillon 138	Redémarrer le moteur économique pour lutter contre le fléau du chômage. Mettre en place un principe de stabilité des aides pour donner de la visibilité aux entreprises en sanctuarisant les efforts financiers de l’Etat sur 10 ans. Dégager dans ce cadre près de 2 Mds € pour abaisser le coût du travail et la création d’emplois : - zéro charge sociale sur tous les salaires jusqu’à deux SMIC pour les entreprises de la LODEOM et celles de  moins de 11 salariés et jusqu’à trois SMIC pour les secteurs renforcés ; - nouveau dispositif assis sur la masse salariale pour les entreprises de la LODEOM ; - simplification et transformation des zones franches globales d’activité autour de deux principes  : une puissante baisse d’impôts pour toutes les entreprises de la LODEOM (notamment IS ramené à 15%) et un nouveau statut d’entreprise franche pour les entreprises exportatrices ou les plus exposées à la concurrence, y compris le tourisme, pouvant aller jusqu’à une franchise totale de droits et taxes. Prolonger la défiscalisation spécifique Outre-mer jusqu’en 2027 et la simplifier résolument, en déconcentrant et en accélérant le dispositif, mais aussi en limitant l’appréciation en opportunité de l’administration. Orienter l’épargne des Français vers les PME ultramarines, grâce à un avantage fiscal incitatif. Défendre les spécificités de l’agriculture des Outre-mer à Bruxelles et défendre l’exclusion totale des productions des DOM des accords commerciaux en cours de négociation pour permettre à la filière banane de poursuivre son développement, assurer la pérennité de la filière canne-sucre-rhum et accompagner les cultures de diversification.	2017	François Fillon	Les Républicains	3	14
Fillon 139	"Créer un ""POSEI"" (programme d’options spécifiques à l’éloignement et à l’insularité) pêche et plaider à Bruxelles  pour que les aides au renouvellement de la flotte des DOM soient à nouveau autorisées et financées. Valoriser les grands projets environnementaux et énergétiques (valorisation des déchets et de la biomasse, géothermie) créateurs d’emplois pour atteindre l’objectif ambitieux de ""0"" charbon et ""0"" fuel en 2025. Maîtriser la demande d’énergie dans les zones insulaires : l’Etat conditionnera ses soutiens aux seuls projets, dans le logement social notamment, répondant à des normes de performance énergétique exigeantes. Maintenir le volume des emplois aidés et assurer la transparence de leur gestion grâce à la création d’un groupement d’intérêt public regroupant Etat, Région, Département et Pôle Emploi. Stabiliser les effectifs de la fonction publique tant que la situation du chômage sera critique."	2017	François Fillon	Les Républicains	3	14
Fillon 140	"Conforter les Outre-mer dans la communauté nationale. Faire entendre la voix des Outre-mer à Paris et à Bruxelles : - en réactivant le comité interministériel des Outre-mer, créé en 2009, qui sera réuni au moins une fois par an à l’Elysée ou à Matignon ; - en plaidant pour que les politiques publiques communautaires soient adaptées à la réalité des Outre-mer, et non pas subir l’inverse, en utilisant pleinement les possibilités offertes par l’article 349 du traité sur le fonctionnement de l’Union Européenne (TFUE) et l’arrêt de la CJCE "" Mayotte "" du 15 décembre 2016. Accompagner, lorsqu’elles s’exprimeront de manière consensuelle, les demandes de réforme de l’organisation territoriale (départements et régions d’Outre-mer) ou de modernisation des statuts (collectivités d’Outre-mer). Adapter les normes législatives ou règlementaires aux spécificités des Outre-mer en accompagnant  les demandes d’habilitation ou d’expérimentation présentées par les collectivités ultramarines (départements et régions d’Outre-mer). Réaffirmer la richesse des cultures ultramarines et les faire rayonner en France et dans le monde : - en valorisant l’apport des cultures d’Outre-mer à travers une nouvelle organisation de leur promotion ; - en alimentant, en lien avec les collectivités, un fonds de soutien aux chaînes de télévision locales afin de les aider à faire vivre cette diversité culturelle et faciliter le passage des Outre-mer aux nouvelles technologies et à la modernisation de la télévision. Soutenir une affirmation constructive des histoires des Outre-mer qui consolide le vivre ensemble, valorise la mémoire des victimes de l’esclavage et porte la réconciliation en s’appuyant sur la Fondation pour la mémoire de l’esclavage, de la traite et de leurs abolitions. Décliner le programme dans chaque collectivité ultramarine (Guadeloupe, Martinique, Guyane, La Réunion, Mayotte, Saint-Pierre-et-Miquelon, Saint-Martin, Saint-Barthélemy, Wallis-et-Futuna, Nouvelle-Calédonie et Polynésie française) pour prendre en compte les enjeux et contraintes spécifiques auxquels elles sont confrontées."	2017	François Fillon	Les Républicains	3	14
Fillon 141	"Réduire la fracture culturelle. Conforter la place de l’éducation aux arts et à la culture dans les programmes d’enseignement, en articulant mieux enseignement culturel et histoire générale, et en renforçant la place de l’histoire de l’art dans l’enseignement de l’histoire générale. Développer la conscience d’appartenir à cette civilisation singulière et brillante qu’est la civilisation européenne. Développer une offre artistique dans tous les établissements scolaires, notamment la pratique musicale collective. Mettre en place un ""plan musée"" au profit des territoires pour mieux valoriser les collections en accompagnant les musées pour les faire entrer dans l’ère numérique. Mettre en place un plan "" patrimoine pour tous "" qui consacre 2 milliards d’euros sur 5 ans, soit 400 millions par an en moyenne, à la restauration des monuments et objets d’art. Elargir les missions de la Fondation du Patrimoine pour fédérer tous les acteurs. Renforcer ses moyens par le reversement de la moitié des recettes de la publicité sur les bâches des monuments historiques. Mobiliser tous les établissements culturels nationaux, qui devront développer systématiquement des actions sur tous les territoires, conformément à leur mission nationale, et pour tous les publics notamment les personnes atteintes d’un handicap. Inciter les Fonds Régionaux d’Art Contemporain, en liaison avec les collectivités locales, à exposer davantage leurs 20 000 oeuvres dans les lieux publics et à une plus grande transparence dans le cadre des nouvelles acquisitions. Élargir les heures d’ouverture des établissements culturels en y consacrant les moyens nécessaires, en développant le bénévolat qui est un élément essentiel de l’action culturelle en milieu rural et "" rurbain "" et en mettant à contribution les ressources constituées par les jeunes ayant opté pour un service civique culturel. Soutenir la préservation du réseau de librairies indépendantes, aux côtés des collectivités locales. Les librairies indépendantes sont les poumons culturels des centres villes ou des quartiers. Optimiser l’offre de l’audiovisuel public en lançant dès le début du mandat une mission de réflexion sur l’évolution des usages et l’adaptation de l’offre du service public aux nouveaux moyens de diffusion qu’entraîne la révolution numérique : applications, replays, téléchargements via ordinateurs, tablettes, téléphone, consoles, montres, etc. "	2017	François Fillon	Les Républicains	3	14
Fillon 142	"Soutenir la création française. Préserver au niveau européen, la notion d’""exception culturelle"". Préserver la rémunération de la création à travers le système français du droit d’auteur en confortant l’Hadopi et en luttant efficacement contre la contrefaçon commerciale des oeuvres musicales, littéraires ou audiovisuelles. Une réflexion plus large pour la protection des droits individuels à l’ère du numérique devra nourrir l’évolution de l’Hadopi. Préserver le régime des intermittents du spectacle, en luttant contre les abus, en excluant toute forme d’emploi permanent et en réservant son bénéfice aux artistes et techniciens qui collaborent à des oeuvres de création originale dont la fabrication ou l’exécution est limitée dans le temps. Accompagner l’ouverture de pépinières d’artistes et de créateurs d’entreprises culturelles sur le territoire avec les collectivités locales, pour amorcer le développement professionnel de leurs projets. Diversifier les modes de financement de la création en soutenant le recours au mécénat, le lancement de souscriptions, les partenariats public/privé, et le financement participatif. Appliquer le principe d’un nombre minimum de représentations à tous les spectacles subventionnés. "	2017	François Fillon	Les Républicains	3	14
Fillon 143	"Faire de nos atouts culturels un vecteur de développement et de rayonnement. Lancer un grand projet européen, au service des chefs d’oeuvre de l’Europe et de l’identité européenne. Il s’agira de créer, à Strasbourg, un lieu qui rassemble, dans une présentation régulièrement renouvelée, des oeuvres d’art en provenance des grands musées européens, témoignant de la richesse et de la diversité de l’histoire de l’art en Europe, et de la force de ses artistes. Vitrine des chefs d’oeuvre de l’Europe, mais aussi fonds européen d’acquisition d’oeuvres d’art, il permettra d’acquérir les oeuvres majeures qui, aujourd’hui, faute de moyens suffisants dans les Etats, sont dispersées dans le monde entier. Faire de la France la championne des industries de l’image, en proposant, au plus haut niveau européen, une initiative en faveur des futurs "" Airbus "" de l’audiovisuel, du numérique et des nouvelles technologies. Optimiser les atouts dont dispose la France en matière d’effets spéciaux et de cinéma d’animation en adaptant le crédit d’impôt afin d’attirer les tournages des films étrangers en France, dans le  cadre d’une expérimentation sur 3 ans. Agir pour le rayonnement de la France, en faisant de l’audiovisuel extérieur une entité au service de l’influence de la France dans le monde et de la francophonie, partie intégrante de notre diplomatie culturelle. "	2017	François Fillon	Les Républicains	3	14
Fillon 144	L’égal accès au sport pour tous. Pérenniser le temps alloué au sport tout au long du parcours scolaire : 10% du temps scolaire en primaire et 14% dans le secondaire. Développer à l’échelle intercommunale les liens entre les établissements scolaires et les clubs sportifs. Encourager les établissements d’enseignement supérieur à favoriser la pratique sportive avec la prise en compte spécifique des parcours des sportifs de haut-niveau. Elargir à toute la population l’utilisation du sport à des fins thérapeutiques et de prévention. Renforcer particulièrement les actions pour préserver la santé des seniors. Promouvoir et développer le handisport et le sport adapté dès le plus jeune âge en concertation avec les associations sportives et avec les acteurs du mouvement sportif handisport. Renforcer la visibilité, la médiatisation et le marketing sportif féminin, en rendant notamment le sponsoring plus attractif pour les entreprises. Promouvoir la représentation des femmes au sein des instances sportives. Développer un modèle français libre, autonome et responsable Transformer en Agence Nationale du Développement du Sport (ANDS) le Centre National de Développement pour le Sport (CNDS). Cette agence, dont la gouvernance associera pleinement le mouvement sportif, contractualisera ses objectifs avec le mouvement olympique, les fédérations, l’Etat et les collectivités territoriales et bénéficiera aussi de concours privés. Son indépendance sera gage d’efficacité pour  faire de la France une grande nation sportive. Redéfinir dans le cadre de l’ANDS l’architecture du haut-niveau, en conférant notamment, dans le cadre du double projet, un véritable statut aux sportifs de haut niveau, élargissant leurs droits sociaux, leurs droits en matière de formation et d’insertion professionnelle. Investir dans la préparation des athlètes et la construction des infrastructures sportives qui permettront de faire de Paris 2024 une réussite et un héritage pour les générations futures. Créer une Haute Autorité de l’intégrité sportive qui veillera scrupuleusement au respect de la règle, de l’arbitrage et de l’éthique pour un sport propre. Reconnaître la région comme la collectivité de référence en matière de compétence sportive à l’échelle territoriale et les communes ou intercommunalités pour la pratique sportive quotidienne. Poursuivre la réforme de modernisation des modes de gouvernance et de représentation des instances du sport en dialogue avec le mouvement olympique et sportif. 	2017	François Fillon	Les Républicains	3	14
Fillon 145	Favoriser et soutenir l’économie du sport. Inciter les clubs professionnels et les fédérations à devenir propriétaires ou gestionnaires de leurs équipements sportifs. Assouplir les règles relatives au sponsoring et au mécénat pour inciter les investissements privés. Mettre en place un statut adapté du bénévole responsable permettant, notamment lors de l’organisation des grands évènements sportifs internationaux, de recourir à ces derniers, sans risque de requalification en contrat de travail. Inclure dans le congé de représentation existant (9 jours/an) la possibilité pour un bénévole responsable de suivre une formation adaptée. Autoriser les centres de formation des clubs sportifs professionnels à percevoir la taxe d’apprentissage. Harmoniser les législations européennes en matière de protection des mineurs, de lutte contre le dopage, de régulation financière et de lutte contre le trucage des matchs.	2017	François Fillon	Les Républicains	3	14
Hamon 1	Réduction du coût du capital et des dividendes. En France, le partage des bénéfices se fait trop souvent en faveur des dividendes et au détriment de l’investissement. Je réduirai le coût du capital en modulant l’impôt sur les sociétés en fonction de la part de bénéfices réinvestis. Je conditionnerai les crédits d’impôt consentis chaque année par le CICE à la réalisation d’objectifs de création de postes, de progrès écologiques, et d’une réduction du temps de travail.	2017	Benoît Hamon	Parti Socialiste	2	12
